---PRX_ok---
The entities that are used only in DTDs are referred to as | Parameter entities
What does the xsl:apply-imports for?|Apply the template to selected location from xsl:apply-imports
To refer to a particular location or element in the array, we specify the name of the array and the ________ of the particular element in the array|position number
Why does DTD need?|. place preconditions on the data the programs read
Which contains in XML document's prolog?|XML Declaration or/and Document Type Declaration
< SCRIPT LANGUAGE = " " > var theArray = [ 1, 2, 3, 4, 5, 6, 7, 8, 9 ]; modifyArray( theArray[ 3 ] ); document.write( theArray.join( " " ) ); function modifyArray( i ) { i = 11; }</SCRIPT> What will the browser display if the following script is executed?|1 2 3 4 5 6 7 8 9
<SCRIPT LANGUAGE = " "> var c = new Array(8) for( var i = 0; i < 10; i++ ) c[i] = i; document.write(c[9]) </SCRIPT> What would the browser display if this script was executed?|9
Choose the correct syntax of x:parse in XML tag of JSTL|<x:parse var="x" scope="session" xml = "${xml}"/>
Consider the Formal Public Identifier -//W3C//DTD 1.8//IND|The Formal Public Identifier is not valid because the fourth field is not valid
Which language is used to describe the DTD syntax?|Extended Backus-Naur Form
Given <?xml version="1.0" encoding="UTF-8"?> <customers> <customer password="khanhkieu"> <username>KhanhKT</username> </customer> <customer password="123456"> <username>Hatruc</username> </customer> </customers> Choose the correct XPath statement that is used to query to get password value of username "Hatruc"|//customer[username=’Hatruc’]/@password
The declaration is used to declare the xml tag library using in JSP as|None of the others
Which ways are the CSS style rules applied to HTML?|None of the others
<?xml version="1.0"?> 2. <note date="12/11/99"> 3. <to>Ravi</to> 4. <from>Amit</from> 5. <heading>Final Exam</Heading> 6. <body>Try yourself<body> 7. </note>|Line 6 contains error
Which statement is used to describe about multi-pipeline?|. XML is mapped to Bean object, then it applied to many JSP
Consider the following HTML document. <HTML> <HEAD> <TITLE>Frames collection</TITLE> </HEAD> <FRAMESET ROWS = "100, *"> <FRAME SRC = "top.html" NAME = "first"> <FRAME SRC = "" NAME = "second"> </FRAMESET> </HTML> Which of the following is the proper way to access the frame "second" from the script of an outside document?|document.frames( "second")
Given the XML code fragment <?xml version="1.0" encoding="UTF-8"?> <library xmlns=http://www.fpt.edu.vn xmlns:article=http://www.article.fpt.edu.vn xmlns:person="http://www.biolography.com.vn"> <book article:id="B0001" id="IB8976"> <article:title>The Firm</article:title> <person:author>John Grisham</person:author> <article:price>99</article:price> </book> </library>|The XML code fragment is not validated because no DTD document is referenced
<?xml version=”1.0” encoding=”UTF-8”?> <aaa> <bbb>ccc</bBb> </aaa>|The document is not well-formed
Given the dtd file: <?xml version="1.0" encoding="UTF-8"?> <!ELEMENT FINALs (CLASS1|CLASS2)+> <!ELEMENT CLASS1 (#PCDATA)> <!ATTLIST CLASS1 count CDATA #REQUIRED> <!ELEMENT CLASS2 (#PCDATA)> <!ATTLIST CLASS2 count CDATA #REQUIRED>|. The dtd file is valid
What are difference between XML-Enabled and XML –Native?|XML-Native are supported the query with XQuery and XPath but the XML-Enabled are supported the query with SQL embedding XPath or XQuery
Which of the following statements regarding filters and transitions is false?|. They are applied on a client computer at run time by the server.
<?xml version="1.0" encoding="UTF-8"?> <xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema"targetNamespace=http://xml.netbeans.org/schema/mail xmlns=http://xml.netbeans.org/schema/mail elementFormDefault="qualified"> <xsd:element name="mail"> <xsd:sequence> <xsd:element name="to" type="xsd:language" /> <xsd:element name="from" type="xsd:token"/> <xsd:element name="header" type="xsd:string"/> <xsd:element name="body" type="xsd:normalizedString"/> </xsd:sequence> </xsd:element> </xsd:schema>|The XML Schema is not valid because the xsd:element must include simpleType or complexType <SCRIPT LANGUAGE = " "> var total = 0; stop: { // labeled compound statement for ( var i = 0; i < 5; ++i ) { for ( var j = 0; j < 2 ; ++j ) { if ( i == 2 ) break stop; total++; } total++; } total++; } total++; document.writeln( total ); </SCRIPT> What would the browser display if it executed the following script?|7
Xml fragment document <aaa><bbb/></aaa> XSL fragment <xsl:import href="aaa.xsl"/> <xsl:import href="bbb.xsl"/> The aaa.xsl fragment <xsl:template match="bbb">testA</xsl:template> The bbb.xsl fragment <xsl:template match="bbb">testB</xsl:template>|testB
Consider: 1. XSL processor starts the root node and performs pattern matching in the style sheet 2. The style rules of the template are applied to the content to generate a result tree 3. XSL processor analyzes the templates and patterns associated with them to process different parts of the document tree Rearranged above steps for corrected processing of XSL|1, 3, 2
Which purpose is the schema declaration used to in XML file?|Determine instance namespace applying to XML document
How many type of XML parser does?|. Validating Parsers and Non-Validating Parsers
In the following line, the word writeln is a ________ which performs a task or action in the script document.writeln("Hello World");|method
How many components do the JAXB Architecture provide?|Schema compiler, Schema generator, Binding runtime framework
< SCRIPT LANGUAGE = "JavaScript" > var theArray = [ 1, 2, 3, 4, 5, 6, 7, 8, 9 ]; modifyArray( theArray[ 3 ] ); document.write( theArray.join( " " ) ); function modifyArray( i ) { i = 11; }</SCRIPT> What will the browser display if the following script is executed?|1 2 3 4 5 6 7 8 9
What is stored inside the variable value after the following line of code is executed? var value = navigator.version;|The navigator object does not contain an attribute named version.
XML Fragment <tomcat-users> <role rolename="admin"/> <role rolename="manager"/> <role rolename="user"/> <role rolename="tomcat"/> <user username="ide" password="ee1KER95" roles="manager,admin"/> <user username="tomcat" password="tomcat" roles="tomcat"/> <user username="khanhkt" password="trongkhanh" roles="manager,admin"/> <user username="guest" password="123456" roles="username"/> </tomcat-users>The Java code fragment using DOM API Document doc = db.parse(new File(path + "WEB-INF/tomcat-users.xml")); XPathFactory xpf = XPathFactory.newInstance(); XPath xpath = xpf.newXPath(); String exp = "//user[contains(@username, 'a')]"; NodeList node = (NodeList) xpath.evaluate(exp, doc, XPathConstants.NODELIST); Choose the correct statement. Assume that all code and file path are correct|The application can get more than one node
The declaration is used to declare the xml tag library using in JSP as|. <%@ taglib prefix=“x” uri= “http://java.sun.com/jsp/jstl/xml” %>
XML parser checks for validity and well formed ness?|True
Consider the following HTML code. <HTML> <SCRIPT LANGUAGE = "JavaScript"> <!-- document.writeln("Hello World"); // --> </SCRIPT> </HTML>What would a browser capable of scripting display when executing this code?|Hello World
Which of the following is false?|Objects do not have the property of information hiding.
An object's methods and attributes are accessed by writing the name of the object followed by the________.|dot operator
Which of the following XML attribute names is invalid?|I am not valid
Which of the following things is unspecified in the following line of code? <!DOCTYPE letter SYSTEM "letter.dtd">|The type of browser you are using.
Which of the following are tags is used to define rules for an element?|<!ELEMENT ... (#PCDATA)
The question mark (?) operator indicates|either zero or one occurrence.
Which of the following is the correct processing instruction that specifies an XSL document (myXSL.xsl) to be used to transform an XML document.|<?xml:stylesheet type = "text/xsl" href="myXSL.xsl">
SOAP stands for|Simple Object Access Protocol.
Microsoft's version of scripting that uses the Java syntax is called ________.|JScript
Consider the following HTML code.<HTML> <SCRIPT LANGUAGE = "JavaScript"> <!-- document.writeln("Hello World"); // --> </SCRIPT> </HTML> What would a browser capable of scripting display when executing this code?|Hello World
Consider the following script. What is wrong with the following code? 1 <SCRIPT LANGUAGE = "JavaScript"> 2 var firstNumber, 3 secondNumber; 4 thirdNumber; 5 6 thirdNumber = 7 parseInt( window.prompt( "Enter an integer", 0 ) ); 8 document.write( thirdNumber ); 9 </SCRIPT>|The word var must be placed before thirdNumber in line 4.
What would the browser display if the following script was executed and the user entered 5 at both prompts? 1 <SCRIPT LANGUAGE = "JavaScript"> 2 var firstNumber = window.prompt("Enter an integer", 0); 3 var secondNumber = window.prompt("Enter an integer",0); 4 var thirdNumber; 5 thirdNumber = firstNumber + secondNumber; 6 document.write( thirdNumber ); 7 </SCRIPT>|55
Which of the following selections does not follow the rules of operator precedence? Assume that the operators on the left are evaluated first.|parentheses, subtraction, modulus
What is the evaluation of the following expression? ((3+ (5 + 4) * 7) + 4) / 5|14
Which of the following statements is correct?|if ( studentGrade >= 60 ) document.write( "Passed" );
What would the browser display if the following code is executed in a script? var x = 11, y = 14; if ( x > 13 ) if ( y > 13 ) document.writeln( "x and y are > 13" ); else document.writeln( "x is <= 13" );|x is <= 13
What would the browser display if the following code is executed in a script? var grade = 59 if ( grade >= 60 ) document.writeln( "Passed." ); else document.write( "Failed. " ); document.writeln( "You must take this course again." );|Failed.
What would the browser display if the following script is executed? <SCRIPT LANGUAGE = "JavaScript"> var count = 0, total = 0; while ( count <= 5 ) { total = total + 10; count = count + 1; } document.write(total); </SCRIPT>|60
What would the browser display if the following script is executed? <SCRIPT LANGUAGE = "JavaScript"> var count = 5, total = 0; while ( count > -1 ) { total = total – 10; count = count – 1; } document.write(total); </SCRIPT>|-60
What type of loop is shown in the script below? <SCRIPT LANGUAGE = "JavaScript"> var gradeValue = 0, total = 0, grade = 0; while ( gradeValue != - 1 ) { total = total + gradeValue; grade = window.prompt("Enter Integer Grade, -1 to Quit:", "0"); gradeValue = parseInt( grade ); } </SCRIPT>|sentinel controlled
What is the value of i after the following statements? i = 2; i++;|3
What is the value of i after the following statements?i = 2; i--; i--;|0
What is wrong with the following line of code? <P><FONT SIZE='5'>This is a test.</FONT></P>|Nothing
Which of the following are declared correctly?|for (var i=0;i<100;++i ) { statement;}
What is the value of num after the following statement is performed? num = Math.round( 2.45 );|2
Consider the following code selections. Assume count is initialized to 7 and num is initialized to 0. i) ii) do { while ( count < 6 ) num = count; num = count; } while ( count < 6 ) What will the value of num be for i) and ii) respectively after the loops have been executed?|7, 0
What would the browser display if it executed the following script? <SCRIPT LANGUAGE = "JavaScript"> for ( var count = 0; count < 10; ++count ) { if ( count == 5 ) continue; } document.writeln( count ); </SCRIPT>|10
What would the browser display if it executed the following script? <SCRIPT LANGUAGE = "JavaScript"> var total = 0; nextLoop: for ( var i = 0; i < 5; ++i ) { for ( var j = 0; j < 2 ; ++j ) { if ( i < 2 ) continue nextLoop; total++; } total++; } total++; document.writeln( total ); </SCRIPT>|10
Which of the following is false?|In any flowchart, control structure (sequence, if, if/else, switch, while, do/while or for) can be replaced by 2 rectangle (actions) in sequence.
Which of the following is a legal function call for the function definition provided below? function square( y ) { return y * y; }|square(7+2);
What does the following statement do? Math.floor( Math.random() * 12 );|This creates a random number from 0 up to but not including 12.
Which of the following is the proper method to dynamically allocate memory to an array of 100 elements?|var c = new Array( 100 );
What would the browser display if this script was executed? <SCRIPT LANGUAGE = "JavaScript"> var c = new Array(8) for( var i = 0; i < 8; i++ ) c[i] = i; document.write(c[8]) </SCRIPT>|undefined
What would the browser display if this script was executed? <SCRIPT LANGUAGE = "JavaScript"> var c = new Array(8) for( var i = 0; i < 10; i++ ) c[i] = i; document.write(c[9]) </SCRIPT>|9
What is the effect of the join statement in the following code? var theArray1 = [ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ], theArray2 = [ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ]; var value = theArray1.join( " " );|The join method will create a string from the values in theArray1.
What will the browser display if the following script is executed? < SCRIPT LANGUAGE = "JavaScript" > var theArray = [ 1, 2, 3, 4, 5, 6, 7, 8, 9 ]; modifyArray( theArray[ 3 ] ); document.write( theArray.join( " " ) ); function modifyArray( i ) { i = 11; } </SCRIPT>|1 2 3 4 5 6 7 8 9
The java sort method uses ________ to sort the array passed to|it. string comparison
What does the value string contain after the following code is executed? var string = "Good luck on the test"; string = string.split( " " );|Good luck on the test
What is the significance of the line? LI EM { color: red; font-weight: bold }|It will apply the specified style to text enclosed by the EM tags which are within LI tags.
What is the significance of the following CSS rule? LI, EM { color: red;c font-weight: bold }|It will apply the specified style to text enclosed by either LI or EM tags.
External style sheets are saved with the ________ extension.|css
Which of the following settings for a background image can be modified to create a "watermark" effect where scrolling
will not move the image from its set position.|background-attachment
What does the following CSS rule do? .note { font-size: 1.5em }|It multiplies all text object font sizes with CLASS = "note" by 1.5.
Consider the following HTML document. 1 <!DOCTYPE html PUBLIC "-//W3C//DTD HTML 4.0 Transitional//EN"> 2 <HTML> 3 <HEAD> 4 <TITLE>Object Model</TITLE> 5 6 <SCRIPT LANGUAGE = "JavaScript"> 7 function start() 8 {9 alert( pText.innerText );10 pText.innerText = "Thanks for coming.";11 } 12 </SCRIPT>13 14 </HEAD> 15 16 <BODY ONLOAD = start()> 17 18 <P ID = "pText">Welcome to our Web page!</P> 19 20 </BODY> 21 </HTML> Which of the following selections a true statement?|The pText object does not have an innerText attribute.
Consider the following HTML document. 1 <HTML> 2 <HEAD> 3 <TITLE>Children Collection</TITLE> 4 <SCRIPT LANGUAGE = "JavaScript"> 5 </SCRIPT> 6 </HEAD> 7 <BODY> 8 <P></P> 9 </BODY> 10 </HTML> Select the true statement.|The SCRIPT element is a direct child of the HEAD element.
What does the following HTML document do? <HTML> <HEAD> <TITLE>DHTML Event Model - ONLOAD</TITLE>
<SCRIPT LANGUAGE = "JavaScript"> var value = 0; function startTimer(){ window.setInterval( "updateTime()", 1000 ); } function updateTime(){ value++; pText.innerText = value; } </SCRIPT> </HEAD> <BODY ONLOAD = "startTimer()"> <P><A ID = "pText">0</A></P> </BODY> </HTML>|It counts the number of seconds elapsed viewing the page.
If you used the ONMOUSEMOVE event to capture mouse events over an image, which of the following event properties
would you use to capture the location of the mouse cursor relative to the image boundaries?|offsetX / offsetY
Which of the following is false?|Filters and transitions cannot be adjusted dynamically.
Which of the following is true regarding the DHTML mask filter:|It is used to create images with transparent foregrounds
________ makes it now possible for data manipulation to be shared by the server and the client.|all of the above
Which of the following is not a valid PARAM setting for TDC controls?|<PARAM NAME = CLASSID: CLSID:333C7BC4-460F-11D0-BC04-0080C7055A83>
What does the following statement do?<SPAN ID = "colorName" STYLE = "font-family: monospace" DATASRC = "#Colors" DATAFLD = "ColorName"></SPAN><BR>|It assigns the TDC control named Colors to a span element for display purposes.
Which of the following is true?|The TDC handles creating table cells for output.
The VBScript operator for inequality is which of the following?|<>
What is wrong with the following VBScript code? 1 If (s = t) Then 2 u = s + t 3 ElseIf (s > t) Then 4 u = r 5 Else 6 u = n 7 End If|Nothing
What is wrong with the following VBScript code? 1 Select Case x 2 Case 1 3 Call MsgBox("1") 4 Case 2 5 Call MsgBox("2") 6 Case Else 7 Call MsgBox("?") 8 End Select|Nothing.
Which top level XSLT element is used to define a variable in a stylesheet or template and to assign it a value?|xsl:variable
See the snipset below and choose one answer: <xsl:value-of select=”ceiling(-2.3)”/>|-2
See the snipset below and choose one answer: <xsl:value-of select=”floor(-2.3)”/>|-3
An XML Schema defines whether  an element is empty or can include text.  | true
What is the value of s3 after the following code is executed? var s1 = one,   s2 = two,   s3 = three; s1.concat(s2) s3 = s1;  |onetwo
________ is a markup language for describing how content is rendered and _______ is a markup language for describing structured data—content is separated from presentation.  | d.  HTML, XML.
Which of the following is not an extension of XML?  | c.  SGML.
Which of the following XML attribute names is invalid?  | b.  I am not valid
Which of the following things is unspecified in the following line of code?  <!DOCTYPE letter SYSTEM "letter.dtd">  | b.  The type of browser you are using.
Which of the following are tags is used to define rules for an element?  | c. <!ELEMENT ... (#PCDATA)>
Which of the following elements is not valid inside a group element in an XBRL document?  | c.  value
Which of the following XML based markup languages provides a protocol for business transactions on the Internet?  | b.  cXML.
The ________ attribute is added to a TABLE element’s opening tag to bind a data island to a table | d.  DATASRC
Which DOMDocument method is used to create a new attribute?  | a. createAttribute
Which of the following is the correct processing instruction that specifies an XSL document (myXSL.xsl) to be used to transform an XML document.  | c.  <?xml:stylesheet type = "text/xsl" href="myXSL.xsl">
The ________ element generates the markup for an element of the specified name in the output HTML | c.  xsl:element
Which of the following is not a type of DTD?  | a.  Table based
The ________ parses and translates all inbound and outbound messages going to and from a business.  | a.  BizTalk Server.
All Biztalk documents have the root element ________.  | d. BizTalk
SOAP stands for  | a. Simple Object Access Protocol
Microsoft's version of scripting that uses the Java syntax is called  | b.  JScript
________ was originally created by ________.  | d.  JavaScript, Netscape
In the following line, the word document is a ________ which resides in the computer’s memory and contains information used by the script. document.writeln("Hello World");  | c. object
In the following line, the word writeln is a ________ which performs a task or action in the script.  | d.  method
The line window.alert("Hello world") will display output in ________.  | a. a dialog box
Consider the following script. What is wrong with the following code?  1  <SCRIPT LANGUAGE = "JavaScript">  2 var firstNumber, 3  secondNumber;  4  thirdNumber;  5  6  thirdNumber =  7  parseInt( window.prompt( "Enter an integer", 0 ) );  8  document.write( thirdNumber );  9 </SCRIPT>  | d. The word var must be placed before thirdNumber in line 4
What would the browser display if the following script was executed and the user entered 5 at both prompts?  1  <SCRIPT LANGUAGE = "JavaScript">  2 var firstNumber = window.prompt("Enter an integer", 0); 3 var secondNumber = window.prompt("Enter an integer",0);  4  var thirdNumber;  5 thirdNumber = firstNumber + secondNumber;  6  document.write( thirdNumber );  7 </SCRIPT>   | d.  55
What is the result of the statement 17 % 5?  | b. 2
Which of the following selections does not follow the rules of operator precedence?  Assume that the operators on the left are evaluated first | b. parentheses, subtraction, modulus
What is the evaluation of the following expression?  ((3+ (5 + 4) * 7) + 4) / 5  | b. 14
A procedure for solving a problem in terms of the actions to be executed and the order in which these actions are to be executed is called ________.  | d.  an algorithm
________ is an artificial and informal language that helps programmers develop algorithms | c.  Pseudocode
Which of the following contradicts the notion of structured programming? | c. goto
The word sequence in the term sequence structure refers to the sequence of ________ | b.  JavaScript instructions in a script
Which of the following flowchart symbols indicates that a decision is to be made?  | a. diamond
Which of the following is not a JavaScript selection structure | b. for/in
Which of the following is a JavaScript repetition structure | b.  do/while
Which of the following is not a JavaScript keyword | c. sub
Which of the following statements is correct | c. if ( studentGrade >= 60 ) document.write( "Passed" );
What would the browser display if the following code is executed in a script?  var x = 11, y = 14; if ( x > 13 ) if ( y > 13 )  document.writeln( "x and y are > 13" ); else  document.writeln( "x is <= 13" );  | d. x is <= 13
What would the browser display if the following code was executed in a script?  var product = 0; while ( product <= 25 );  product = 2 + product;   | a.  nothing, the script would result in an error
What would the browser display if the following script is executed? <SCRIPT LANGUAGE = "JavaScript">  var count = 0, total = 0; while ( count <= 5 ) { total = total + 10; count = count + 1;  }  document.write(total);  </SCRIPT>   | d.  60
What would the browser display if the following script is executed? <SCRIPT LANGUAGE = "JavaScript">  var count = 5, total = 0; while ( count > -1 ) { total = total – 10;  count = count – 1;  }  document.write(total);  </SCRIPT>  | d.  -60
If the string passed to parseInt contains a floating-point numeric value, parseInt will ________.  | d. truncate the floating-point part
If the string passed to parseInt contains text characters, parseInt will ________.  | a.  return NaN
What type of loop is shown in the script below?  <SCRIPT LANGUAGE = "JavaScript"> var gradeValue = 0,  total = 0, grade = 0;  while ( gradeValue != - 1 ) { total = total + gradeValue;  grade = window.prompt("Enter Integer Grade, -1 to Quit:", "0"); gradeValue = parseInt( grade );  }  </SCRIPT>   | b. sentinel controlled
The word top in the term top-down stepwise refinement refers to which of the following | c. the single statement that completely represents the program
What is the value of i after the following statements? i = 2; i += 25 | b.  27
What is the value of i after the following statements? i = 2; i++;  | c.  3
What is the value of i after the following statements? i = 2; i--; i--;  | a. 0
Which of the following is not required for counter-controlled repetition | c. sentinel
What would the browser display if the following script was executed? <SCRIPT LANGUAGE = "JavaScript">  for( int i = 0; i < 5; i++ ) document.write("X");  </SCRIPT>   | a.  Nothing, the script would generate an error
What would the browser display if the following script was executed? <SCRIPT LANGUAGE = "JavaScript">  for( var i = 0; i < 5; i++ ) document.write("O");  </SCRIPT>  | c. OOOOO
Which of the following are declared correctly?  | c.  for (var i=0;i<100;++i ) { statement; }
Which of the following is declared correctly and will not result in an error assuming x = 2 and y = 30?  | c. for ( var j = x; j <= 80 * y; j += 5 / x )
Which of the following is true?  | d. for loops increment after the body statement is performed and while loops increment in either condition or body
What is the value of num after the following statement is performed? num = 2 * Math.pow( 2, 3 );  | a.  16
What is the value of num after the following statement is performed?  num = Math.round( 2.45 );  | b. 2
The ________ multiple selection structure is used to handle multiple decisions making and can be used to replace multiple if and if/else statements | d.  switch
Every switch structure must have ________ labels which are separated by the keyword break.  | c.  case
In a switch structure, the ________ case clause is used to process exceptional conditions and is usually listed last.  | b. default
Consider the following code selections. Assume count is initialized to 7 and num is initialized to 0 | c. 7, 0
What would the browser display if it executed the following script? <SCRIPT LANGUAGE = "JavaScript"> for ( var count = 1; count <= 10; ++count ) { if ( count == 5 ) break;  }  document.writeln( count );  </SCRIPT>   | c.  5
What would the browser display if it executed the following script? <SCRIPT LANGUAGE = "JavaScript"> for ( var count = 0; count < 10; ++count ) {  if ( count == 5 ) continue;  }  document.writeln( count );  </SCRIPT>   | d. 10
What would the browser display if it executed the following script? <SCRIPT LANGUAGE = "JavaScript"> var total = 0;  stop: { // labeled compound statement for ( var i = 0; i < 5; ++i ) { for ( var j = 0; j < 2 ; ++j ) { if ( i == 2 ) break stop;  total++;  } total++;  }  total++;  }  total++;  document.writeln( total );  </SCRIPT>  | a.  7
What would the browser display if it executed the following script? <SCRIPT LANGUAGE = "JavaScript"> var total = 0;   nextLoop: for ( var i = 0; i < 5; ++i ) { for ( var j = 0; j < 2 ; ++j ) { if ( i < 2 ) continue nextLoop;  total++; } total++;  }  total++;  document.writeln( total );  </SCRIPT>  | d. 10
Which of the following will not evaluate to true?  | a. false || false
Which of the following will evaluate to false | a.  false && false
Which of the following is false?  | c.  In any flowchart, control structure (sequence, if, if/else, switch, while, do/while or for) can be replaced by 2 rectangle (actions) in sequence
According to Bohm and Jacopini, which of the following does not follow structured programming?  | b.  Nested building blocks
The best way to develop and maintain a large program is to construct it from small, simple pieces called ________.  | b)  modules
The technique of developing and maintaining a large program by constructing it from small, simple pieces is called ________.  | a)  divide and conquer
The “prepackaged” functions that belong to JavaScript objects such as Math.pow and Math.round are often called ________.  | c)  methods
All variables declared in function definitions are ________.  | b)  local variables
Functions are invoked by writing the name of the function, followed by the function's ________ in closed parenthesis | c) arguments
Function definitions often contain ________ which are considered to be local variables and correspond with the arguments in the function call.  | a)  parameters
Which of the following is a legal function call for the function definition provided below?  function square( y )  { return y * y; }  | a)  square(7+2);
What would the function cube return, assuming it is called with the line cube(3).  function cube(y); { return y * y * y;  }   | a)  JavaScript runtime error
What does the following statement do?  Math.floor( Math.random() * 12 );  | b)  This creates a random number from 0 up to but not including 12.
The value a in the following statement is called the ________ and the value b is called the ________.  face = Math.floor( a + Math.random() * b );   | b) shifting value, scaling factor
Where on the browser will the command window.status( "text" ) display output?  | d) on the status bar
The style of programming in which the user interacts with a GUI component is called ________ programming | c) event-driven
If the HTML form game has a text field named point in it, what is the proper way to set the text associated with point to 10?  | d) game.point.value = "10"
The ________ of a variable is the period during which it exists in memory | c)  duration
Identifiers that represent local variables in a function ________.  | b)  exist while the function in which they are declared is still active
Local variables have ________ duration | c) automatic
Identifiers which have static duration ________.  | a)  are globally accessible to the script
Giving a local function variable the same name as a global variable will result in which of the following | d)  The local variable will "hide" the global variable
_________ are data structures consisting of related data items (sometimes called collections of data items) | c)  arrays
To refer to a particular location or element in the array, we specify the name of the array and the ________ of the particular element in the array | c)  position number
Which of the following is the proper method to access the length of the array arr[]?  | c)  arr.length
To divide the value of the seventh element of array a by 2 and assign the result to the variable x, we would write ________.  | c)  x = a[ 6 ] / 2
Which of the following is the proper method to dynamically allocate memory to an array of 100 elements | d) var c = new Array( 100 );
The statement on line 1 ________ the array while the statement on line 2 ________ the array.  1 var c;  2 c = new Array( 12 );  | c)  declares, allocates
Initializing an array directly involves using the ________ control structure.  | a) for loop
What would the browser display if this script was executed? <SCRIPT LANGUAGE = "JavaScript">  var c = new Array(8) for( var i = 0; i < 8; i++ ) c[i] = i;  document.write(c[8])  </SCRIPT>   | a) undefined
What would the browser display if this script was executed? <SCRIPT LANGUAGE = "JavaScript">  var c = new Array(8) for( var i = 0; i < 10; i++ ) c[i] = i;  document.write(c[9])  </SCRIPT>  | d) 9
Which of the following is an illegal array initialization statement | c)  var n = new Array( 5 ); n = [ 10, 20, 30, 40, 50
In the following statement, the range of the variable element is ________.  for ( var element in theArray )  total2 += theArray[ element ];   | g)  0 to the array length - 1
What is the value of num assuming that all 12 elements of array test are initialized to 3?  ++test[ 7 ]; var num = test[ 7 ];   | b)  4
In JavaScript, all objects and Arrays are passed to functions by ________ | d)  reference
Call-by- ________ is the method of passing a copy of the argument's value to a function.  | a)  value
Call-by- ________ is the method of passing the argument's actual location in memory to a function.  | d)  reference
What is the effect of the join statement in the following code?  | c) The join method will create a string from the values in theArray1
________ and ________ run slower when they are applied to large arrays | b) linear search, bubble sort
TThe java sort method uses ________ to sort the array passed to it | a) string comparison
MC: How many comparisons will a linear search function makes before finding a match if the search key has a value of 3 and the array x has the values:  x[ 0 ] = 0 x[ 1 ] = 2 x[ 2 ] = 1 x[ 3 ] = 4 x[ 4 ] = 3 x[ 5 ] = 3  | (c)  5
What would the browser output if the following script is executed? < SCRIPT LANGUAGE = "JavaScript" > var array = [ [ 1, 2, 3 ], [ 1, 2, 3 ] ]; for ( var i in array ) { for ( var j in array[ i ] ) document.write( array[ i ][ j ] + " " );  document.writeln("<BR>");  }  < /SCRIPT >  | d)  1 2 3 1 2 3
Each object has ________ or data and ________ or behavior | c)  attributes, methods
Which of the following is false | b)  Objects do not have the property of information hiding.
An object's methods and attributes are accessed by writing the name of the object followed by the ________.  | c) dot operator
What does the value string contain after the following code is executed?  var string = "Good luck on the test"; string = string.charAt( 3 );  | c)  d
What does the value string contain after the following code is executed?  var string = "Good luck on the test";  string = string.split( " " );  | a)  Good luck on the test
What does the value string contain after the following code is executed?  var string = "Good luck on the test";  string = string.link("www.deitel.com")  | b) a link to www.deitel.com with the text "Good luck on the test"
What is the value of s3 after the following code is executed?  var s1 = one, s2 = two, s3 = three; s1.concat(s2)  s3 = s1;   |onetwo
What is the value of s1 after the following code is executed?  var s1 = "deitel and associates"  s1 = s1.slice( 6 )   | c)  and associates
Which of the following methods would you use to search a character for a specific string? | d)  indexOf
Which of the following methods would you use to convert a list of Unicode values into a string containing the corresponding characters | c) fromCharCode
What will value contain after the following code is executed var value = new Date();  value = value.valueOf();  | b)  a large integer representing the number of milliseconds between midnight January 1, 1970 and the current date
Which of the following methods does the JavaScript Boolean object not possess | c)  toInt
Which of the following methods does the JavaScript Number object not possess?  | c) valueOf
What is the significance of the following CSS rule? LI, EM { color: red;c font-weight: bold }  | a) It will apply the specified style to text enclosed by either LI or EM tags.
If an element's position is declared as absolute then ________  | c)  positioning is set according to the margins of its parent element
Which of the following settings for a background image can be modified to create a "watermark" effect where scrolling will not move the image from its set position | d)  background-attachment
When using the width, height and overflow properties of an element, position must be ________ | b)  not absolute
In order for elements to be floated, position must be ________.  | b) not absolute
The outermost layer of the box model is the ___ | c)  margin
Which of the following is not a border property | c)  shape
The CSS specification gives precedence to ________.  | a) author styles over user styles
What does the following CSS rule do?  .note { font-size: 1.5em }  | d)  It multiplies all text object font sizes with CLASS = "note" by 1.5
Consider the following HTML document. 1 <!DOCTYPE html PUBLIC "-//W3C//DTD HTML 4.0 Transitional//EN">  2 <HTML> 3 <HEAD>  4 <TITLE>Object Model</TITLE> 5  6 <SCRIPT LANGUAGE = "JavaScript">  7 function start() 8 {  9 alert( pText.innerText );  10 pText.innerText = "Thanks for coming.";  11 }  12 </SCRIPT>  13 14 </HEAD> 15  16 <BODY ONLOAD = start()> 17 18 <P ID = "pText">Welcome to our Web page!</P>  19  20 </BODY>  21 </HTML>  Which of the following selections a true statement?   | b)  The pText object does not have an innerText attribute
Consider the following HTML document.  1 <HTML>  2 <HEAD>  3 <TITLE>Children Collection</TITLE>  4 <SCRIPT LANGUAGE = "JavaScript">  5 </SCRIPT>  6 </HEAD>  7 <BODY>  8 <P></P>  9 </BODY>  10 </HTML>  Select the true statement.   | d)  The SCRIPT element is a direct child of the HEAD element.
CSS positions can be either absolute or ________.  | b) relative
What is the significance of the second function argument in the following line window.setInterval( "run()", 100 );  | c)  The value sets how often to run the function
The ________ object contains information about the Web browser that is viewing the page.  | b)  navigator
What is stored inside the variable value after the following line of code is executed? var value = navigator.appVersion | c)  It stores a string representing the version of the browser and other information.
